fecha,demanda_MW,Entalpia,Inercia_Termica,GSP
2022-06-12,24614.6,51.4418,24.2424,0.0
2022-06-13,29624.26,52.8602,24.6498,0.0
2022-06-14,31546.95,55.8244,25.3703,0.0
2022-06-15,32327.67,56.5424,26.3456,0.0
2022-06-16,32096.19,57.1401,26.4056,0.0
2022-06-17,31948.75,56.8766,26.2622,0.0
2022-06-18,28290.7,54.5363,26.7107,0.0
2022-06-19,24711.67,49.3418,25.4339,0.0
2022-06-20,29285.29,47.4058,22.519,0.0
2022-06-21,29673.42,45.8176,21.5963,0.0
2022-06-22,28792.73,44.9757,21.0735,0.0
2022-06-23,27767.2,44.9218,20.2999,0.0
2022-06-24,25576.73,44.1716,20.2971,0.0
2022-06-25,24605.17,43.1024,20.3851,0.0
2022-06-26,22927.45,41.3159,20.1358,0.0
2022-06-27,26783.25,41.1832,19.6568,0.0
2022-06-28,28018.62,43.7815,19.8939,0.0
2022-06-29,28349.57,45.8971,21.3182,0.0
2022-06-30,28154.61,43.6225,21.4094,0.0
2022-07-01,27835.57,46.0413,20.8104,0.0
2022-07-02,25900.85,52.7556,22.3055,0.0
2022-07-03,24137.25,53.6114,23.9529,0.0
2022-07-04,28402.0,52.0128,23.7901,0.0
2022-07-05,29766.34,53.4015,23.7204,0.0
2022-07-06,29550.35,51.8248,23.9165,0.0
2022-07-07,29148.8,50.5572,23.0606,0.0
2022-07-08,29481.04,51.3469,23.4257,0.0
2022-07-09,26897.05,52.2868,24.3914,0.0
2022-07-10,25489.3,53.7463,25.4316,0.0
2022-07-11,30687.9,55.4559,26.2116,0.0
2022-07-12,31905.6,56.3688,26.8795,0.0
2022-07-13,32582.94,56.2949,27.421,0.0
2022-07-14,32744.72,56.3436,27.9648,0.0
2022-07-15,32478.39,56.403,28.1546,0.0
2022-07-16,29305.37,56.9132,27.9598,0.0
2022-07-17,27182.17,57.6568,28.2779,0.0
2022-07-18,32112.6,57.8582,28.3736,0.0
2022-07-19,31964.49,55.0073,27.4077,0.0
2022-07-20,31976.02,54.8744,25.8803,0.0
2022-07-21,32378.46,57.2714,25.9336,0.0
2022-07-22,32332.39,56.0861,26.5389,0.0
2022-07-23,28455.3,54.8771,26.3713,0.0
2022-07-24,26727.1,56.2294,26.8309,0.0
2022-07-25,30408.32,55.5529,27.566,0.0
2022-07-26,31823.46,53.5071,26.6518,0.0
2022-07-27,31241.27,51.9508,25.3881,0.0
2022-07-28,31257.35,52.991,24.8259,0.0
2022-07-29,30891.12,56.2517,25.1327,0.0
2022-07-30,27496.39,58.647,25.6577,0.0
2022-07-31,25918.22,59.5551,26.2377,0.0
2022-08-01,30296.47,59.1941,26.8562,0.0
2022-08-02,31111.54,58.8981,27.2621,0.0
2022-08-03,30853.73,58.5097,27.7548,0.0
2022-08-04,30371.55,57.6223,27.3354,0.0
2022-08-05,29556.02,56.8168,26.6585,0.0
2022-08-06,26725.24,56.4968,26.1389,0.0
2022-08-07,24866.88,55.5668,26.2414,0.0
2022-08-08,27984.81,55.7213,26.3294,0.0
2022-08-09,28521.05,57.5751,26.5916,0.0
2022-08-10,29218.47,59.3541,27.0527,0.0
2022-08-11,29304.29,59.0439,27.3186,0.0
2022-08-12,29259.79,59.6239,27.3392,0.0
2022-08-13,27090.75,57.5055,27.4596,0.0
2022-08-14,24320.13,52.3041,26.5568,0.0
2022-08-15,23869.15,49.2892,24.7357,0.0
2022-08-16,26356.89,49.0128,23.7102,0.0
2022-08-17,26233.08,47.6544,22.9545,0.0
2022-08-18,25765.09,46.2477,22.0863,0.0
2022-08-19,25879.92,48.4737,22.134,0.0
2022-08-20,24775.49,51.2957,23.6276,0.0
2022-08-21,23664.11,51.9638,24.8999,0.0
2022-08-22,27542.75,54.2286,25.1034,0.0
2022-08-23,28724.01,57.005,25.1545,0.0
2022-08-24,29170.09,58.075,25.6399,0.0
2022-08-25,28900.93,56.5537,25.7238,0.0
2022-08-26,28222.5,55.1409,24.7187,0.0
2022-08-27,25685.88,54.8289,24.3567,0.0
2022-08-28,24083.3,56.3096,24.7591,0.0
2022-08-29,28536.69,57.1549,25.6625,0.0
2022-08-30,29485.57,55.2813,25.4117,0.0
2022-08-31,29027.18,52.3364,24.8639,0.0
2022-09-01,28623.73,51.4436,23.9422,0.0
2022-09-02,28621.38,50.397,23.7997,0.0
2022-09-03,24905.23,47.7689,23.0688,0.0
2022-09-04,23005.73,47.2221,22.507,0.0
2022-09-05,27739.76,49.1689,22.6661,0.0
2022-09-06,28309.44,49.2599,22.9159,0.0
2022-09-07,28524.85,45.9212,22.7018,0.0
2022-09-08,27959.35,48.071,22.1713,0.0
2022-09-09,28259.25,50.6087,22.656,0.0
2022-09-10,25473.35,52.7547,23.3612,0.0
2022-09-11,24026.3,54.2901,24.5801,0.0
2022-09-12,29080.47,55.9708,25.2339,0.0
2022-09-13,29212.94,55.0575,24.4905,0.0
2022-09-14,28124.88,51.3855,22.7,0.0
2022-09-15,27918.07,50.3475,21.7682,0.0
2022-09-16,27759.64,48.5035,21.4973,0.0
2022-09-17,24181.6,45.3151,21.3012,0.0
2022-09-18,22362.08,47.2694,21.05,0.0
2022-09-19,26913.03,47.8515,21.6416,0.0
2022-09-20,27643.36,46.253,21.5739,0.0
2022-09-21,27420.62,45.6164,21.2906,0.0
2022-09-22,27381.55,45.1765,20.7471,0.0
2022-09-23,27122.46,44.934,20.6908,0.0
2022-09-24,23506.41,42.9394,20.2684,0.0
2022-09-25,21315.51,39.072,18.9237,2.0619
2022-09-26,25086.94,38.2897,17.4584,3.392
2022-09-27,25962.76,38.4398,17.3173,1.7942
2022-09-28,26066.44,39.9972,17.6839,0.4617
2022-09-29,26044.24,37.9262,17.5644,6.4759
2022-09-30,25372.7,34.7673,16.1224,10.8638
2022-10-01,22684.77,37.2334,16.1216,0.9249
2022-10-02,21155.94,40.8548,18.1329,0.0
2022-10-03,25520.74,44.3686,19.6266,0.0
2022-10-04,26370.6,43.7481,20.5074,0.0
2022-10-05,26346.42,43.9339,20.3929,0.0
2022-10-06,26651.72,45.2379,19.8658,0.0
2022-10-07,26269.11,45.3893,19.2857,0.0
2022-10-08,23116.53,44.5262,19.3017,0.0
2022-10-09,21226.47,44.5743,19.2236,0.0
2022-10-10,25486.88,43.8533,19.0716,0.0
2022-10-11,25846.76,44.3349,18.4458,0.0
2022-10-12,21968.89,43.648,18.2966,0.0
2022-10-13,25299.98,42.813,18.4892,0.0
2022-10-14,25745.73,43.6404,19.0193,0.0
2022-10-15,22449.81,42.3565,19.6534,0.0
2022-10-16,21151.62,43.6153,19.5788,0.0
2022-10-17,25507.26,46.7596,19.6631,0.0
2022-10-18,26376.75,47.5042,20.1526,0.0
2022-10-19,26985.01,48.1003,20.3342,0.0
2022-10-20,27101.07,46.0614,19.7946,0.0
2022-10-21,26519.93,44.1658,18.6086,0.0
2022-10-22,22955.71,44.3269,18.2266,0.0
2022-10-23,21573.12,42.6263,18.5973,0.0
2022-10-24,25468.57,40.6653,18.4005,0.2668
2022-10-25,26223.31,41.3708,18.0809,0.0
2022-10-26,26433.82,43.1856,18.8601,0.0
2022-10-27,26210.67,43.1495,19.3564,0.0
2022-10-28,25752.02,42.5128,19.5107,0.0
2022-10-29,22519.73,40.4759,18.8662,0.0
2022-10-30,20773.99,39.9627,17.8392,2.7077
2022-10-31,23139.66,41.1297,16.9631,2.1736
2022-11-01,21168.75,39.2762,16.8282,4.3788
2022-11-02,25039.84,37.8267,16.5166,5.5725
2022-11-03,25917.33,36.802,16.0885,5.1675
2022-11-04,25798.41,32.247,15.2864,12.2239
2022-11-05,22495.7,28.7168,13.8354,15.6161
2022-11-06,20911.92,30.7465,13.7491,11.8114
2022-11-07,25208.16,33.951,14.5321,9.1
2022-11-08,26436.45,37.5037,15.2158,4.8926
2022-11-09,26134.89,36.9412,15.651,6.7211
2022-11-10,26197.1,33.318,14.8066,12.2441
2022-11-11,26379.81,35.3477,14.1202,9.1984
2022-11-12,23276.33,38.2719,14.8191,5.7778
2022-11-13,21374.79,36.4007,15.7348,8.2859
2022-11-14,25907.43,36.2796,15.0591,7.2032
2022-11-15,26794.42,38.0267,14.6941,4.9025
2022-11-16,27068.87,37.5722,15.2051,4.2876
2022-11-17,27054.55,38.4535,15.0871,5.5368
2022-11-18,26816.73,29.9559,14.7325,10.3777
2022-11-19,23979.32,25.0351,11.6585,17.9054
2022-11-20,22237.57,28.88,10.4405,14.6213
2022-11-21,27321.67,32.0766,11.8573,7.8382
2022-11-22,28418.44,28.8261,12.5105,9.6504
2022-11-23,27916.61,35.5456,12.0481,7.9529
2022-11-24,27778.32,33.8779,13.981,8.4063
2022-11-25,27062.73,29.7648,13.0264,14.208
2022-11-26,24316.3,24.7174,11.8689,18.0463
2022-11-27,23022.41,25.5128,11.1398,15.0741
2022-11-28,27424.81,25.4905,11.1841,19.131
2022-11-29,28375.3,24.1278,10.2389,19.5556
2022-11-30,28844.61,23.2032,9.8133,18.4088
2022-12-01,29045.35,22.6916,9.3835,16.7395
2022-12-02,29062.98,21.0918,8.734,18.9541
2022-12-03,26143.32,21.261,7.9163,18.5071
2022-12-04,24386.97,23.4347,8.0612,18.2563
2022-12-05,28055.12,26.9927,9.1895,11.6482
2022-12-06,25618.39,30.1141,10.5139,10.223
2022-12-07,27563.68,28.585,11.4834,11.4473
2022-12-08,25086.29,30.426,11.1507,6.7242
2022-12-09,26569.82,31.0442,11.5021,7.5117
2022-12-10,24658.41,24.4238,11.24,16.3235
2022-12-11,24142.57,26.4131,9.585,10.1217
2022-12-12,28894.22,32.9833,10.4994,6.5616
2022-12-13,29226.11,37.8481,12.8587,3.8725
2022-12-14,28671.55,35.4534,14.1433,6.488
2022-12-15,28288.39,29.8535,13.0717,10.265
2022-12-16,28376.38,27.0962,11.1165,13.1623
2022-12-17,24967.26,26.0483,10.1357,15.3634
2022-12-18,23610.3,26.6384,9.8908,16.8175
2022-12-19,28310.8,28.0336,10.3059,13.3689
2022-12-20,28913.38,31.022,11.114,9.3718
2022-12-21,28219.01,32.4021,12.0466,9.7994
2022-12-22,27511.86,33.3212,12.5282,8.8603
2022-12-23,26100.67,32.2381,12.8673,9.482
2022-12-24,22030.6,30.5003,12.7385,11.9936
2022-12-25,19315.65,30.967,12.4446,11.2403
2022-12-26,21110.79,29.419,12.4628,12.699
2022-12-27,23990.04,28.141,12.0069,15.0665
2022-12-28,24755.09,26.7613,11.3374,15.4394
2022-12-29,25156.42,28.5506,10.9532,11.1696
2022-12-30,24551.15,31.2163,11.4359,9.9393
2022-12-31,21926.68,27.2147,12.4229,13.3994
2023-01-01,19618.7,27.6748,11.9104,10.9572
2023-01-02,24353.5,26.7259,11.6824,13.0053
2023-01-03,26530.31,24.6299,10.375,18.7936
2023-01-04,27044.44,24.1197,9.646,19.4403
2023-01-05,26404.07,24.3553,9.6262,20.115
2023-01-06,22602.04,22.0364,9.5101,22.384
2023-01-07,24597.84,24.6632,8.8814,15.1987
2023-01-08,24191.15,31.7227,9.9865,7.469
2023-01-09,27681.61,28.3603,11.8601,15.1463
2023-01-10,28829.72,27.031,10.9031,17.5417
2023-01-11,29205.72,26.8531,10.3064,16.3524
2023-01-12,29262.39,23.4776,9.9055,21.2082
2023-01-13,29175.69,24.436,9.261,20.4809
2023-01-14,26138.4,25.2014,9.605,18.6199
2023-01-15,24302.43,22.906,9.8292,20.705
2023-01-16,29963.84,24.3789,8.8251,13.9575
2023-01-17,30169.77,24.2599,9.2471,16.4487
2023-01-18,30874.14,17.3604,8.7993,27.1869
2023-01-19,31115.11,18.5433,6.2122,25.4103
2023-01-20,29966.14,22.5285,6.892,21.6107
2023-01-21,26644.58,19.0313,8.1445,26.9819
2023-01-22,25341.24,13.0337,6.3726,38.8906
2023-01-23,30890.58,13.0985,4.1697,33.9279
2023-01-24,32501.15,13.9664,3.93,30.1601
2023-01-25,31995.41,14.932,4.1233,30.7092
2023-01-26,32233.34,15.8628,4.731,29.2952
2023-01-27,31609.86,15.5713,5.1742,34.2794
2023-01-28,28097.0,14.8332,5.0529,35.5154
2023-01-29,26431.77,14.3469,4.5754,34.7453
2023-01-30,31169.62,14.9542,4.4324,39.8347
2023-01-31,31543.64,17.2427,5.2042,38.0916
2023-02-01,31425.34,18.495,6.5286,35.7994
2023-02-02,31154.43,18.725,6.9672,36.2364
2023-02-03,30423.17,19.151,7.253,35.1785
2023-02-04,26512.81,20.0029,7.9111,33.2643
2023-02-05,24518.65,21.004,8.3074,31.6881
2023-02-06,30243.24,19.5885,8.1608,33.5511
2023-02-07,31938.98,19.1647,7.1252,25.5717
2023-02-08,31713.09,21.0193,6.7762,27.013
2023-02-09,31263.4,19.2999,7.4373,33.8845
2023-02-10,31160.4,17.3351,6.9037,38.2439
2023-02-11,27314.81,17.9798,6.5178,38.3902
2023-02-12,25464.58,19.8172,7.0532,35.2183
2023-02-13,30039.93,21.7437,7.7863,33.6621
2023-02-14,30578.19,22.9285,8.5646,26.4189
2023-02-15,30125.73,24.499,9.1008,25.8585
2023-02-16,29784.82,24.0578,9.8061,29.4868
2023-02-17,29275.87,23.9494,9.898,25.8874
2023-02-18,25728.92,25.5483,10.1983,23.103
2023-02-19,23638.52,26.973,10.9316,21.8199
2023-02-20,27689.9,27.9785,11.2787,19.709
2023-02-21,28324.82,28.5284,11.8424,18.7547
2023-02-22,28349.74,27.6207,11.5359,21.1196
2023-02-23,29132.01,22.4663,10.3654,26.902
2023-02-24,29024.03,18.089,8.0294,36.8381
2023-02-25,26243.55,17.8251,6.6782,35.0455
2023-02-26,24586.85,17.8987,6.5354,40.6347
2023-02-27,29954.99,12.6932,6.2032,48.8395
2023-02-28,30248.48,13.4963,4.2325,51.7925
2023-03-01,31041.19,13.6528,4.7329,55.211
2023-03-02,31043.46,15.2154,4.9084,47.957
2023-03-03,30283.51,17.3111,5.9164,46.1887
2023-03-04,26396.33,19.0549,7.1044,44.7813
2023-03-05,25140.64,20.8639,7.9408,33.9122
2023-03-06,29039.96,24.6058,8.6321,26.5437
2023-03-07,28909.93,28.725,9.8003,21.3098
2023-03-08,28459.47,33.6922,11.6195,15.1865
2023-03-09,28178.97,33.0562,13.2994,14.9887
2023-03-10,26994.69,31.8711,13.2372,19.8438
2023-03-11,23756.46,34.5647,13.3972,14.3636
2023-03-12,21806.19,35.4651,14.2769,15.0784
2023-03-13,25911.77,33.237,14.6718,16.8494
2023-03-14,26392.89,27.1888,13.7967,32.1865
2023-03-15,26467.06,28.9052,11.9068,28.0148
2023-03-16,26480.58,30.495,12.9714,21.7964
2023-03-17,26381.69,29.9263,13.3596,23.36
2023-03-18,23720.45,29.0898,12.286,24.853
2023-03-19,21585.7,28.4189,11.8601,31.6474
2023-03-20,25130.08,28.1736,12.0412,29.6371
2023-03-21,26184.86,29.5209,12.6411,26.8153
2023-03-22,25971.07,30.1094,13.1029,22.8417
2023-03-23,25970.7,31.7877,13.627,18.6427
2023-03-24,26119.32,32.0229,14.1007,20.012
2023-03-25,23120.64,32.092,13.69,22.5952
2023-03-26,21403.21,31.1317,13.8379,23.9756
2023-03-27,25180.9,27.2137,13.5278,32.2252
2023-03-28,25766.49,30.1522,12.8876,22.0075
2023-03-29,25558.75,33.2244,14.5422,14.0412
2023-03-30,25198.66,34.2455,15.5135,13.8168
2023-03-31,25079.59,34.1737,15.3788,14.3594
2023-04-01,22305.03,30.8686,14.7146,23.5001
2023-04-02,20457.44,26.4999,12.9723,37.1508
2023-04-03,23960.84,25.775,11.901,36.7499
2023-04-04,24601.26,25.709,11.9066,36.6697
2023-04-05,24152.73,24.9088,11.9752,39.3853
2023-04-06,21236.67,26.442,12.3251,31.1621
2023-04-07,19293.91,28.8995,13.3521,26.6985
2023-04-08,19878.66,31.2666,14.3368,16.6322
2023-04-09,19049.24,33.1863,15.5926,13.3276
2023-04-10,21128.12,34.5722,15.919,11.6053
2023-04-11,23887.51,35.4002,16.0238,12.7257
2023-04-12,24879.75,31.5414,15.5916,21.1888
2023-04-13,24728.54,26.2031,13.5417,37.518
2023-04-14,24920.42,30.7034,12.0467,24.3366
2023-04-15,22273.24,32.5727,13.6943,22.1414
2023-04-16,20295.61,30.3943,14.4799,25.9074
2023-04-17,23895.61,29.621,14.2748,27.6188
2023-04-18,24731.28,30.832,14.2004,25.5515
2023-04-19,24731.84,32.9306,14.5373,17.2591
2023-04-20,24804.9,34.6038,15.5662,12.2087
2023-04-21,24497.48,35.5316,16.1667,11.875
2023-04-22,22008.11,34.2833,15.8033,17.0277
2023-04-23,20132.29,35.2622,14.9991,14.9268
2023-04-24,23979.07,38.0558,15.8285,7.6116
2023-04-25,25003.76,39.8809,17.0538,0.0
2023-04-26,25252.86,41.9024,18.3732,0.0
2023-04-27,25633.87,43.3402,19.3433,0.0
2023-04-28,25236.16,43.5399,20.0739,0.0
2023-04-29,22364.99,43.3613,19.8078,0.0
2023-04-30,20235.64,40.0637,18.5092,2.8013
2023-05-01,19456.36,38.2773,17.5053,3.5125
2023-05-02,23684.05,38.3987,17.7461,0.0
2023-05-03,24992.48,39.0892,18.7825,0.0
2023-05-04,25081.32,38.9855,18.8562,0.877
2023-05-05,25039.31,39.7763,17.9496,0.0
2023-05-06,22143.51,40.8496,18.3434,0.0
2023-05-07,20689.06,40.2722,18.4915,0.0
2023-05-08,24541.15,40.5964,18.3117,0.0
2023-05-09,25494.37,42.278,19.0164,0.0
2023-05-10,25174.8,36.3595,18.7001,6.6193
2023-05-11,24865.57,34.5072,16.8741,13.6
2023-05-12,24459.12,32.315,15.787,20.7586
2023-05-13,21663.15,31.7062,14.8058,21.1572
2023-05-14,20053.8,33.6364,14.7714,15.4532
2023-05-15,23608.03,34.3671,15.7214,12.0375
2023-05-16,24626.64,31.954,16.0688,16.5785
2023-05-17,24390.2,31.7486,15.6385,16.992
2023-05-18,24531.44,32.1676,15.3103,18.5085
2023-05-19,24355.5,32.23,15.0709,19.0793
2023-05-20,21728.09,32.78,14.9772,18.1006
2023-05-21,20119.13,34.8382,15.127,12.4076
2023-05-22,24272.22,37.6331,15.682,8.1857
2023-05-23,24864.41,39.1022,16.1682,7.9063
2023-05-24,24690.01,39.8135,16.4545,5.6883
2023-05-25,24691.1,39.1806,17.0145,5.3557
2023-05-26,24107.49,41.4107,17.2102,3.4037
2023-05-27,21195.43,43.2094,17.6342,0.0
2023-05-28,19522.43,42.6055,18.2968,1.4905
2023-05-29,23491.69,42.309,17.7491,0.7872
2023-05-30,24496.86,42.3669,17.8841,0.5071
2023-05-31,24634.28,43.133,18.0357,0.0
2023-06-01,25272.63,42.9141,18.4494,0.0
2023-06-02,25177.17,44.0101,18.2686,0.0
2023-06-03,22048.81,44.6665,18.55,0.0
2023-06-04,20420.06,45.4254,18.9604,0.0
2023-06-05,24572.22,46.6204,19.6238,0.0
2023-06-06,25625.14,48.3716,20.3089,0.0
2023-06-07,26409.23,48.9245,20.7427,0.0
2023-06-08,26169.02,49.8152,19.9851,0.0
2023-06-09,25625.71,48.7953,20.0294,0.0
2023-06-10,22660.04,49.0883,20.2678,0.0
2023-06-11,21193.82,49.2101,20.8012,0.0
2023-06-12,25477.57,49.011,20.8823,0.0
2023-06-13,26159.18,47.5025,20.5695,0.0
2023-06-14,26361.42,48.0866,19.9703,0.0
2023-06-15,26844.1,49.6227,21.062,0.0
2023-06-16,27174.91,52.6151,22.5392,0.0
2023-06-17,24535.2,53.9577,23.68,0.0
2023-06-18,22360.14,51.7813,23.5562,0.0
2023-06-19,26609.94,52.1378,22.3487,0.0
2023-06-20,27467.97,50.6515,21.878,0.0
2023-06-21,27813.49,50.5444,21.4248,0.0
2023-06-22,27551.66,50.4435,21.4024,0.0
2023-06-23,27437.33,53.3381,22.362,0.0
2023-06-24,24289.07,55.785,23.8767,0.0
2023-06-25,23834.66,57.2963,25.1913,0.0
2023-06-26,29526.18,56.0397,25.7362,0.0
2023-06-27,30369.82,54.411,25.0756,0.0
2023-06-28,30478.73,54.6545,24.6966,0.0
2023-06-29,30228.1,53.4179,24.49,0.0
2023-06-30,28471.6,47.9591,23.4865,0.0
2023-07-01,25082.68,51.9419,22.3549,0.0
2023-07-02,23849.1,55.0283,23.3664,0.0
2023-07-03,28898.66,54.3083,24.4434,0.0
2023-07-04,29339.03,53.0648,24.5179,0.0
2023-07-05,29525.67,51.5127,24.166,0.0
2023-07-06,29685.52,53.3905,23.727,0.0
2023-07-07,29258.93,55.1594,24.1523,0.0
2023-07-08,25664.45,53.3791,24.7244,0.0
2023-07-09,24254.69,54.6208,24.6576,0.0
2023-07-10,30303.87,57.9921,25.5998,0.0
2023-07-11,32064.4,58.3784,26.912,0.0
2023-07-12,31776.29,54.9084,26.718,0.0
2023-07-13,31177.72,54.2268,25.359,0.0
2023-07-14,31238.92,56.7206,25.4311,0.0
2023-07-15,27069.66,53.4785,25.6889,0.0
2023-07-16,24664.4,51.0958,24.3973,0.0
2023-07-17,30406.47,57.3233,24.9184,0.0
2023-07-18,32403.28,58.3092,26.8261,0.0
2023-07-19,32756.56,56.4208,27.4969,0.0
2023-07-20,31955.27,54.176,26.6716,0.0
2023-07-21,30206.93,50.9829,25.3595,0.0
2023-07-22,26290.99,52.2212,24.1409,0.0
2023-07-23,24860.74,54.5985,24.76,0.0
2023-07-24,29017.67,51.6928,25.3487,0.0
2023-07-25,27785.36,47.2472,24.045,0.0
2023-07-26,28484.76,50.2939,23.1434,0.0
2023-07-27,29047.79,53.6335,24.0099,0.0
2023-07-28,28650.47,53.114,24.6291,0.0
2023-07-29,26225.7,55.6794,24.8866,0.0
2023-07-30,24812.45,55.1194,25.527,0.0
2023-07-31,28379.78,53.7833,25.5612,0.0
2023-08-01,29065.84,54.1481,25.5904,0.0
2023-08-02,29687.97,54.9305,25.4011,0.0
2023-08-03,28605.62,49.1131,25.0258,0.0
2023-08-04,26607.12,44.914,22.9171,0.0
2023-08-05,23664.3,46.7287,21.976,0.0
2023-08-06,22843.36,48.6886,23.2969,0.0
2023-08-07,26259.42,50.416,24.1446,0.0
2023-08-08,27649.6,54.9561,24.5426,0.0
2023-08-09,28455.66,58.0844,26.0324,0.0
2023-08-10,28930.07,56.7476,26.8961,0.0
2023-08-11,28542.21,56.955,26.6447,0.0
2023-08-12,26101.55,57.6005,26.7567,0.0
2023-08-13,24286.38,56.2374,26.1248,0.0
2023-08-14,26053.55,54.8634,25.686,0.0
2023-08-15,24234.2,54.8479,25.4056,0.0
2023-08-16,26850.64,55.2568,25.3509,0.0
2023-08-17,27210.0,54.6857,25.4356,0.0
2023-08-18,27181.03,53.6607,25.6611,0.0
2023-08-19,25610.22,56.3816,26.0266,0.0
2023-08-20,25029.94,60.0739,26.8426,0.0
2023-08-21,29678.43,61.2327,27.6727,0.0
2023-08-22,30569.34,60.2136,28.2872,0.0
2023-08-23,31159.23,60.6368,28.6036,0.0
2023-08-24,31311.69,58.7827,28.977,0.0
2023-08-25,30902.23,54.8525,28.1883,0.0
2023-08-26,27170.53,51.5099,26.2126,0.0
2023-08-27,22487.28,43.8254,23.6467,0.0
2023-08-28,25688.16,44.9576,20.9293,0.0
2023-08-29,26563.33,45.7816,21.542,0.0
2023-08-30,26903.18,45.8076,21.8581,0.0
2023-08-31,27064.43,48.1391,21.9135,0.0
2023-09-01,27431.38,50.1173,22.8893,0.0
2023-09-02,23885.12,50.0695,22.8397,0.0
2023-09-03,21882.08,52.7946,21.2149,0.0
2023-09-04,26371.34,54.125,21.7339,0.0
2023-09-05,27237.41,52.5841,22.6898,0.0
2023-09-06,27734.06,53.3137,22.7274,0.0
2023-09-07,28003.71,54.4442,23.1724,0.0
2023-09-08,27102.77,54.3425,23.4239,0.0
2023-09-09,24143.21,54.0203,23.2872,0.0
2023-09-10,22435.8,53.5939,22.9166,0.0
2023-09-11,25940.66,52.0033,22.6982,0.0
2023-09-12,27370.67,51.146,21.967,0.0
2023-09-13,27351.8,50.8529,21.6116,0.0
2023-09-14,27695.5,52.3522,21.8092,0.0
2023-09-15,27336.46,53.5235,22.1921,0.0
2023-09-16,23468.69,52.046,21.6787,0.0
2023-09-17,21906.22,50.1736,21.3062,0.0
2023-09-18,25631.28,46.1781,20.8009,0.0
2023-09-19,26410.44,46.2214,19.9208,0.0
2023-09-20,26111.18,45.7453,20.1178,0.0
2023-09-21,26016.02,43.8576,19.9704,0.0
2023-09-22,25260.44,39.4035,18.7789,1.8666
2023-09-23,22034.88,39.0009,17.744,0.0
2023-09-24,20684.38,41.9211,18.6969,0.0
2023-09-25,24858.74,44.7111,20.3288,0.0
2023-09-26,26112.7,46.0808,21.0421,0.0
2023-09-27,26519.79,47.2088,21.0469,0.0
2023-09-28,26712.74,47.9455,21.448,0.0
2023-09-29,26591.25,49.2829,21.9359,0.0
2023-09-30,23561.13,50.1254,22.3596,0.0
2023-10-01,21891.17,49.4025,23.0088,0.0
2023-10-02,26227.99,49.0622,23.2663,0.0
2023-10-03,26883.76,48.6946,22.5442,0.0
2023-10-04,26985.81,48.3357,21.6562,0.0
2023-10-05,26945.81,47.218,21.5829,0.0
2023-10-06,27085.39,46.8277,22.1584,0.0
2023-10-07,23744.11,46.8762,22.3614,0.0
2023-10-08,21947.6,46.4896,22.4338,0.0
2023-10-09,25502.92,45.9486,22.2015,0.0
2023-10-10,26313.74,45.1241,21.6569,0.0
2023-10-11,26066.75,44.548,21.3731,0.0
2023-10-12,21957.32,44.5946,21.3555,0.0
2023-10-13,23449.55,43.8843,21.3348,0.0
2023-10-14,22086.13,43.8459,20.502,0.0
2023-10-15,20675.55,42.9297,19.1862,0.0
2023-10-16,25322.06,44.7691,18.6656,0.0
2023-10-17,26440.45,48.1308,19.3144,0.0
2023-10-18,26509.04,47.7808,20.3161,0.0
2023-10-19,26921.45,45.2876,19.5082,0.0
2023-10-20,25625.27,35.1138,17.7196,8.4092
2023-10-21,22074.0,32.2856,15.073,12.9948
2023-10-22,21181.26,35.1215,14.5537,6.6498
2023-10-23,25446.28,38.0067,15.4088,6.1614
2023-10-24,25688.78,35.2181,15.2912,9.8824
2023-10-25,26289.62,41.3686,15.2104,2.9753
2023-10-26,26871.3,42.8238,16.8194,2.017
2023-10-27,26308.85,36.8347,16.6484,7.428
2023-10-28,23185.5,37.9901,15.3694,6.2561
2023-10-29,21684.4,38.3581,15.7753,5.5933
2023-10-30,25604.45,35.1493,15.5072,9.0456
2023-10-31,26404.36,32.1004,14.4776,9.6008
2023-11-01,22925.91,35.8865,14.025,7.6946
2023-11-02,26348.81,35.0434,14.8403,7.8089
2023-11-03,26664.99,29.5722,14.1399,13.9439
2023-11-04,24029.76,34.9225,12.6842,8.7406
2023-11-05,21879.31,30.6705,14.0632,14.5583
2023-11-06,26274.39,26.6959,12.615,19.9897
2023-11-07,27185.61,25.0096,10.979,22.9325
2023-11-08,27795.01,27.6663,10.5749,16.5426
2023-11-09,27424.43,30.9203,11.8206,13.779
2023-11-10,27227.82,31.8331,12.8577,12.6894
2023-11-11,24178.83,38.1209,13.3521,6.5593
2023-11-12,22039.69,38.9101,15.1659,6.0075
2023-11-13,26229.51,39.1857,15.7005,5.2832
2023-11-14,26643.33,37.6873,15.9128,6.2
2023-11-15,27006.08,37.2298,15.6213,7.4909
2023-11-16,27175.25,37.1344,15.2956,6.6571
2023-11-17,26650.88,34.7818,15.0921,10.0677
2023-11-18,23567.77,34.8085,14.4541,9.2608
2023-11-19,21776.53,34.4903,14.7355,8.4599
2023-11-20,26283.67,32.5939,14.6556,10.4567
2023-11-21,27028.11,28.5545,13.1527,15.4278
2023-11-22,27488.99,26.2697,11.4009,18.6704
2023-11-23,27877.5,22.9743,10.6824,23.0725
2023-11-24,27944.35,24.6256,9.9451,20.3535
2023-11-25,24775.64,25.8091,10.572,18.9995
2023-11-26,23418.74,24.7153,10.8252,18.987
